,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A037950,©╓ддеь,20210823,1310,1325,1280,1320,95724,360,84447000
1,A037950,©╓ддеь,20210820,1370,1375,1275,1315,724510,360,84447000
2,A037950,©╓ддеь,20210819,1420,1425,1345,1350,603321,360,84447000
3,A037950,©╓ддеь,20210818,1400,1450,1385,1420,495773,360,84447000
4,A037950,©╓ддеь,20210817,1445,1445,1385,1405,674152,360,84447000
5,A037950,©╓ддеь,20210813,1480,1480,1400,1445,594824,360,84447000
6,A037950,©╓ддеь,20210812,1470,1475,1450,1470,226550,360,84447000
7,A037950,©╓ддеь,20210811,1465,1490,1455,1465,322527,360,84447000
8,A037950,©╓ддеь,20210810,1505,1505,1440,1465,922250,360,84447000
9,A037950,©╓ддеь,20210809,1530,1545,1490,1510,611836,360,84447000
10,A037950,©╓ддеь,20210806,1550,1560,1535,1535,465125,360,84447000
11,A037950,©╓ддеь,20210805,1570,1570,1550,1550,528286,360,84447000
12,A037950,©╓ддеь,20210804,1575,1580,1555,1565,281292,360,84447000
13,A037950,©╓ддеь,20210803,1595,1610,1565,1575,589105,360,84447000
14,A037950,©╓ддеь,20210802,1570,1605,1560,1595,478366,360,84447000
15,A037950,©╓ддеь,20210730,1565,1615,1555,1585,1360271,360,84447000
16,A037950,©╓ддеь,20210729,1590,1595,1555,1565,452620,360,84447000
17,A037950,©╓ддеь,20210728,1550,1595,1535,1595,883208,360,84447000
18,A037950,©╓ддеь,20210727,1545,1560,1530,1550,362985,360,84447000
19,A037950,©╓ддеь,20210726,1565,1585,1550,1550,402552,360,84447000
20,A037950,©╓ддеь,20210723,1595,1605,1555,1565,867306,360,84447000
21,A037950,©╓ддеь,20210722,1610,1620,1590,1600,550500,360,84447000
22,A037950,©╓ддеь,20210721,1590,1635,1575,1600,1492154,360,84447000
23,A037950,©╓ддеь,20210720,1540,1625,1530,1605,2390622,360,84447000
24,A037950,©╓ддеь,20210719,1615,1620,1525,1550,1516132,360,84447000
25,A037950,©╓ддеь,20210716,1615,1645,1605,1620,1029727,360,84447000
26,A037950,©╓ддеь,20210715,1600,1625,1585,1620,766507,360,84447000
27,A037950,©╓ддеь,20210714,1610,1645,1585,1590,1183886,360,84447000
28,A037950,©╓ддеь,20210713,1620,1625,1590,1610,697603,360,84447000
29,A037950,©╓ддеь,20210712,1600,1630,1585,1615,1518069,360,84447000
30,A037950,©╓ддеь,20210709,1545,1620,1545,1600,2040632,360,84447000
31,A037950,©╓ддеь,20210708,1590,1600,1540,1545,777657,360,84447000
32,A037950,©╓ддеь,20210707,1605,1610,1590,1595,487774,360,84447000
33,A037950,©╓ддеь,20210706,1575,1615,1565,1605,993221,360,84447000
34,A037950,©╓ддеь,20210705,1555,1585,1550,1565,469612,360,84447000
35,A037950,©╓ддеь,20210702,1565,1570,1545,1555,507944,360,84447000
36,A037950,©╓ддеь,20210701,1555,1605,1525,1570,1679041,360,84447000
37,A037950,©╓ддеь,20210630,1565,1565,1540,1550,362519,360,84447000
38,A037950,©╓ддеь,20210629,1550,1580,1550,1555,324738,360,84447000
39,A037950,©╓ддеь,20210628,1545,1565,1535,1555,350040,360,84447000
40,A037950,©╓ддеь,20210625,1540,1555,1515,1535,422120,360,84447000
41,A037950,©╓ддеь,20210624,1525,1545,1510,1545,333442,360,84447000
42,A037950,©╓ддеь,20210623,1555,1560,1515,1525,716603,360,84447000
43,A037950,©╓ддеь,20210622,1570,1575,1550,1560,330911,360,84447000
44,A037950,©╓ддеь,20210621,1555,1590,1550,1565,633129,360,84447000
45,A037950,©╓ддеь,20210618,1580,1585,1550,1560,960649,360,84447000
46,A037950,©╓ддеь,20210617,1585,1615,1580,1590,682854,360,84447000
47,A037950,©╓ддеь,20210616,1615,1615,1585,1590,853440,360,84447000
48,A037950,©╓ддеь,20210615,1605,1620,1585,1620,840289,360,84447000
49,A037950,©╓ддеь,20210614,1590,1615,1580,1605,543781,360,84447000
50,A037950,©╓ддеь,20210611,1600,1635,1575,1590,857595,360,84447000
51,A037950,©╓ддеь,20210610,1650,1650,1605,1605,1162892,360,84447000
52,A037950,©╓ддеь,20210609,1635,1675,1615,1650,2562099,360,84447000
53,A037950,©╓ддеь,20210608,1590,1645,1575,1630,1432495,360,84447000
54,A037950,©╓ддеь,20210607,1640,1640,1575,1590,1398151,360,84447000
55,A037950,©╓ддеь,20210604,1605,1640,1600,1640,1641187,360,84447000
56,A037950,©╓ддеь,20210603,1600,1615,1585,1605,933494,360,84447000
57,A037950,©╓ддеь,20210602,1625,1625,1565,1590,1593494,360,84447000
58,A037950,©╓ддеь,20210601,1645,1650,1600,1620,1340340,360,84447000
59,A037950,©╓ддеь,20210531,1650,1670,1615,1635,1555990,360,84447000
60,A037950,©╓ддеь,20210528,1605,1640,1605,1640,1140278,360,84447000
61,A037950,©╓ддеь,20210527,1625,1635,1595,1630,1443576,360,84447000
62,A037950,©╓ддеь,20210526,1620,1655,1605,1630,2656194,360,84447000
63,A037950,©╓ддеь,20210525,1620,1635,1570,1610,3336138,360,84447000
64,A037950,©╓ддеь,20210524,1625,1715,1625,1665,8455779,360,84447000
65,A037950,©╓ддеь,20210521,1600,1660,1575,1640,5190617,360,84447000
66,A037950,©╓ддеь,20210520,1600,1765,1590,1630,47720407,360,84447000
67,A037950,©╓ддеь,20210518,1495,1515,1475,1500,1282116,360,84447000
68,A037950,©╓ддеь,20210517,1515,1520,1490,1505,1824358,360,84447000
69,A037950,©╓ддеь,20210514,1510,1530,1485,1530,2383862,360,84447000
70,A037950,©╓ддеь,20210513,1455,1615,1450,1540,23009298,360,84447000
71,A037950,©╓ддеь,20210512,1490,1495,1435,1455,1238867,360,84447000
72,A037950,©╓ддеь,20210511,1420,1485,1420,1480,2063592,360,84447000
73,A037950,©╓ддеь,20210510,1410,1435,1405,1420,386179,360,84447000
74,A037950,©╓ддеь,20210507,1410,1440,1395,1415,537354,360,84447000
75,A037950,©╓ддеь,20210506,1405,1420,1395,1400,368713,360,84447000
76,A037950,©╓ддеь,20210504,1430,1435,1400,1420,719999,360,84447000
77,A037950,©╓ддеь,20210503,1375,1460,1375,1440,1218792,360,84447000
78,A037950,©╓ддеь,20210430,1410,1425,1385,1390,465592,360,84447000
79,A037950,©╓ддеь,20210429,1435,1440,1410,1410,641643,360,84447000
80,A037950,©╓ддеь,20210428,1410,1455,1405,1455,697627,360,84447000
81,A037950,©╓ддеь,20210427,1420,1430,1400,1410,571595,360,84447000
82,A037950,©╓ддеь,20210426,1445,1450,1415,1430,313438,360,84447000
83,A037950,©╓ддеь,20210423,1415,1445,1400,1430,455987,360,84447000
84,A037950,©╓ддеь,20210422,1430,1435,1415,1420,347421,360,84447000
