,辆格内靛,辆格疙,朝楼,矫啊,绊啊,历啊,辆啊,芭贰樊,刘鼻傈魂诀辆内靛,惯青林侥荐
0,A089890,内技胶,20210823,12800,13050,12600,12850,318801,359,16584000
1,A089890,内技胶,20210820,13200,14100,12350,12500,4156281,359,16584000
2,A089890,内技胶,20210819,13200,13650,12850,12850,1191980,359,16584000
3,A089890,内技胶,20210818,13100,13550,13000,13400,1208028,359,16584000
4,A089890,内技胶,20210817,14450,14700,13100,13150,2126202,359,16584000
5,A089890,内技胶,20210813,14100,14650,13900,14200,1493940,359,16584000
6,A089890,内技胶,20210812,14500,14950,14050,14100,1877890,359,16584000
7,A089890,内技胶,20210811,14350,14900,14250,14650,1747323,359,16584000
8,A089890,内技胶,20210810,15700,15800,14500,14550,2810139,359,16584000
9,A089890,内技胶,20210809,16050,16600,15550,16100,4815140,359,16584000
10,A089890,内技胶,20210806,15850,17350,15250,16050,12246498,359,16584000
11,A089890,内技胶,20210805,14150,16700,14000,15850,26258611,359,16584000
12,A089890,内技胶,20210804,11900,13150,11400,13150,17201577,359,16584000
13,A089890,内技胶,20210803,10550,10550,10000,10150,872791,359,16584000
14,A089890,内技胶,20210802,10450,10700,10450,10500,258771,359,16584000
15,A089890,内技胶,20210730,10850,10900,10400,10450,549580,359,16584000
16,A089890,内技胶,20210729,11250,11450,10600,10700,2341567,359,16584000
17,A089890,内技胶,20210728,11350,11850,11300,11350,865785,359,16584000
18,A089890,内技胶,20210727,12200,12200,11250,11400,906361,359,16584000
19,A089890,内技胶,20210726,11300,12500,11250,12100,2894701,359,16584000
20,A089890,内技胶,20210723,11150,11400,11100,11200,273811,359,16584000
21,A089890,内技胶,20210722,11450,11650,11150,11200,671519,359,16584000
22,A089890,内技胶,20210721,11500,11800,11150,11150,738302,359,16584000
23,A089890,内技胶,20210720,11150,12200,11100,11300,2977183,359,16584000
24,A089890,内技胶,20210719,11200,11500,11000,11300,707337,359,16584000
25,A089890,内技胶,20210716,11550,11700,11250,11350,573379,359,16584000
26,A089890,内技胶,20210715,11750,11950,11550,11600,593931,359,16584000
27,A089890,内技胶,20210714,12450,12850,11750,11800,1538975,359,16584000
28,A089890,内技胶,20210713,12450,12800,12350,12700,1414948,359,16584000
29,A089890,内技胶,20210712,11950,13100,11800,12400,5529585,359,16584000
30,A089890,内技胶,20210709,11800,11900,11200,11800,823068,359,16584000
31,A089890,内技胶,20210708,12100,12150,11650,11950,1141334,359,16584000
32,A089890,内技胶,20210707,11750,12250,11600,11900,1262073,359,16584000
33,A089890,内技胶,20210706,11500,12250,11450,11950,2299816,359,16584000
34,A089890,内技胶,20210705,11450,11900,11300,11500,1305888,359,16584000
35,A089890,内技胶,20210702,11600,11750,11200,11300,923116,359,16584000
36,A089890,内技胶,20210701,11600,11950,11300,11800,1174129,359,16584000
37,A089890,内技胶,20210630,12200,12500,11400,11550,2366063,359,16584000
38,A089890,内技胶,20210629,11450,12150,11200,12150,3464214,359,16584000
39,A089890,内技胶,20210628,10700,11750,10550,11750,4926301,359,16584000
40,A089890,内技胶,20210625,10900,11100,10500,10800,1806846,359,16584000
41,A089890,内技胶,20210624,10850,11000,10200,11000,2992995,359,16584000
42,A089890,内技胶,20210623,11700,11750,10550,10850,10866198,359,16584000
43,A089890,内技胶,20210622,8550,11000,8420,11000,11804819,359,16584000
44,A089890,内技胶,20210621,8610,8660,8390,8480,253779,359,16584000
45,A089890,内技胶,20210618,8710,8930,8700,8700,229755,359,16584000
46,A089890,内技胶,20210617,8750,8820,8680,8700,134421,359,16584000
47,A089890,内技胶,20210616,8800,8810,8700,8760,111261,359,16584000
48,A089890,内技胶,20210615,8810,8870,8700,8770,134314,359,16584000
49,A089890,内技胶,20210614,8690,8880,8670,8810,163518,359,16584000
50,A089890,内技胶,20210611,8670,8780,8650,8690,133145,359,16584000
51,A089890,内技胶,20210610,8700,8750,8650,8670,141961,359,16584000
52,A089890,内技胶,20210609,8770,8860,8660,8670,232741,359,16584000
53,A089890,内技胶,20210608,8800,8860,8660,8720,186914,359,16584000
54,A089890,内技胶,20210607,8910,9060,8770,8800,235072,359,16584000
55,A089890,内技胶,20210604,8880,8910,8780,8840,214729,359,16584000
56,A089890,内技胶,20210603,8850,9030,8840,8930,279752,359,16584000
57,A089890,内技胶,20210602,9080,9180,8780,8830,466558,359,16584000
58,A089890,内技胶,20210601,9160,9300,8960,8990,515066,359,16584000
59,A089890,内技胶,20210531,9150,9300,9010,9130,862154,359,16584000
60,A089890,内技胶,20210528,8600,9400,8580,9190,2897761,359,16584000
61,A089890,内技胶,20210527,8700,8820,8420,8560,741061,359,16584000
62,A089890,内技胶,20210526,8400,9600,8310,8630,6692089,359,16584000
63,A089890,内技胶,20210525,8230,8500,8230,8310,365152,359,16584000
64,A089890,内技胶,20210524,8090,8360,8030,8140,255205,359,16584000
65,A089890,内技胶,20210521,8230,8420,8050,8050,304827,359,16584000
66,A089890,内技胶,20210520,8400,8400,8180,8230,171188,359,16584000
67,A089890,内技胶,20210518,7970,8750,7910,8420,778673,359,16584000
68,A089890,内技胶,20210517,8060,8060,7900,8010,95566,359,16584000
69,A089890,内技胶,20210514,7850,7990,7690,7940,99589,359,16584000
70,A089890,内技胶,20210513,7860,7980,7710,7830,180886,359,16584000
71,A089890,内技胶,20210512,8170,8180,7940,8000,184918,359,16584000
72,A089890,内技胶,20210511,8350,8420,7900,8100,455538,359,16584000
73,A089890,内技胶,20210510,8440,8590,8390,8450,100666,359,16584000
74,A089890,内技胶,20210507,8470,8660,8420,8440,107960,359,16584000
75,A089890,内技胶,20210506,8330,8450,8230,8440,98569,359,16584000
76,A089890,内技胶,20210504,8430,8460,8080,8360,144710,359,16584000
77,A089890,内技胶,20210503,8500,8560,8310,8410,164076,359,16584000
78,A089890,内技胶,20210430,8800,8950,8440,8520,314634,359,16584000
79,A089890,内技胶,20210429,8670,8950,8360,8840,425666,359,16584000
80,A089890,内技胶,20210428,9210,9250,8620,8660,594498,359,16584000
81,A089890,内技胶,20210427,9270,9460,9170,9210,298289,359,16584000
82,A089890,内技胶,20210426,9340,9420,9240,9260,253296,359,16584000
83,A089890,内技胶,20210423,9290,9440,9230,9290,279328,359,16584000
84,A089890,内技胶,20210422,9270,9640,9230,9340,1142628,359,16584000
85,A089890,内技胶,20210421,9170,9280,9050,9180,354007,359,16584000
86,A089890,内技胶,20210420,9180,9200,9100,9160,292704,359,16584000
87,A089890,内技胶,20210419,9260,9280,9170,9200,208829,359,16584000
88,A089890,内技胶,20210416,9240,9300,9130,9250,269410,359,16584000
89,A089890,内技胶,20210415,9230,9300,9130,9210,309363,359,16584000
90,A089890,内技胶,20210414,9400,9400,9200,9230,323181,359,16584000
91,A089890,内技胶,20210413,9330,9360,9050,9360,572814,359,16584000
92,A089890,内技胶,20210412,9220,9420,9090,9230,777195,359,16584000
93,A089890,内技胶,20210409,9050,9310,8990,9200,825754,359,16584000
94,A089890,内技胶,20210408,9210,11000,8890,9050,4419960,359,16584000
95,A089890,内技胶,20210407,8850,9360,8680,9260,2362280,359,16584000
96,A089890,内技胶,20210406,8710,8750,8510,8740,360454,359,16584000
97,A089890,内技胶,20210405,8490,8850,8420,8600,630837,359,16584000
98,A089890,内技胶,20210402,8620,8680,8350,8410,325030,359,16584000
99,A089890,内技胶,20210401,8230,8580,8210,8560,463466,359,16584000
100,A089890,内技胶,20210331,8420,8440,8170,8190,393925,359,16584000
101,A089890,内技胶,20210330,8470,8600,8340,8450,351295,359,16584000
102,A089890,内技胶,20210329,8740,8740,8450,8480,633857,359,16584000
103,A089890,内技胶,20210326,8400,8750,8230,8560,1379722,359,16584000
104,A089890,内技胶,20210325,7860,8350,7830,8330,1215529,359,16584000
105,A089890,内技胶,20210324,8020,8100,7840,7960,587781,359,16584000
106,A089890,内技胶,20210323,8140,8190,7930,8030,689951,359,16584000
107,A089890,内技胶,20210322,7540,9200,7530,8130,7607750,359,16584000
108,A089890,内技胶,20210319,7470,7650,7410,7490,177887,359,16584000
109,A089890,内技胶,20210318,7750,7800,7590,7590,262390,359,16584000
110,A089890,内技胶,20210317,7870,8000,7710,7740,300989,359,16584000
111,A089890,内技胶,20210316,7810,7950,7790,7880,223436,359,16584000
112,A089890,内技胶,20210315,7710,7920,7630,7790,245871,359,16584000
113,A089890,内技胶,20210312,7700,7800,7600,7680,308118,359,16584000
114,A089890,内技胶,20210311,7900,8010,7380,7650,489432,359,16584000
115,A089890,内技胶,20210310,8420,8470,7760,7760,771175,359,16584000
116,A089890,内技胶,20210309,8320,8640,7860,8330,1740341,359,16584000
117,A089890,内技胶,20210308,7310,9490,7230,8260,8664991,359,16584000
118,A089890,内技胶,20210305,7050,7300,6940,7300,152962,359,16584000
119,A089890,内技胶,20210304,7250,7280,7070,7130,71104,359,16584000
120,A089890,内技胶,20210303,7200,7320,7130,7280,37972,359,16584000
121,A089890,内技胶,20210302,7250,7380,7140,7200,71679,359,16584000
122,A089890,内技胶,20210226,7170,7330,7070,7120,131636,359,16584000
123,A089890,内技胶,20210225,7350,7510,7330,7510,48086,359,16584000
124,A089890,内技胶,20210224,7800,7810,7250,7320,200035,359,16584000
125,A089890,内技胶,20210223,7740,7830,7690,7760,85441,359,16584000
126,A089890,内技胶,20210222,7960,7960,7780,7840,49909,359,16584000
127,A089890,内技胶,20210219,7930,7950,7740,7880,66549,359,16584000
128,A089890,内技胶,20210218,8050,8060,7920,7930,128235,359,16584000
129,A089890,内技胶,20210217,8110,8120,7990,8060,158247,359,16584000
130,A089890,内技胶,20210216,7960,8120,7950,8070,143060,359,16584000
131,A089890,内技胶,20210215,7950,8010,7790,7930,181628,359,16584000
132,A089890,内技胶,20210210,7790,7900,7690,7900,115918,359,16584000
133,A089890,内技胶,20210209,7990,8040,7850,7850,79211,359,16584000
134,A089890,内技胶,20210208,8150,8150,7890,7990,99602,359,16584000
135,A089890,内技胶,20210205,8170,8170,8020,8110,192541,359,16584000
136,A089890,内技胶,20210204,7990,8100,7910,8070,95806,359,16584000
137,A089890,内技胶,20210203,7980,8000,7860,7900,109498,359,16584000
138,A089890,内技胶,20210202,7800,7980,7780,7900,147754,359,16584000
139,A089890,内技胶,20210201,7700,7740,7470,7710,182530,359,16584000
140,A089890,内技胶,20210129,8130,8250,7630,7740,290629,359,16584000
141,A089890,内技胶,20210128,8320,8450,8080,8120,250632,359,16584000
142,A089890,内技胶,20210127,8690,8770,8470,8500,195474,359,16584000
143,A089890,内技胶,20210126,8850,8850,8620,8740,170534,359,16584000
144,A089890,内技胶,20210125,8880,8890,8740,8790,135538,359,16584000
145,A089890,内技胶,20210122,9060,9060,8770,8880,275840,359,16584000
146,A089890,内技胶,20210121,8740,8900,8670,8770,141295,359,16584000
147,A089890,内技胶,20210120,8900,8910,8600,8690,258437,359,16584000
148,A089890,内技胶,20210119,8710,8870,8680,8810,153830,359,16584000
149,A089890,内技胶,20210118,8910,9070,8710,8800,205968,359,16584000
150,A089890,内技胶,20210115,8980,9080,8860,8900,124236,359,16584000
