,辆格内靛,辆格疙,朝楼,矫啊,绊啊,历啊,辆啊,芭贰樊,刘鼻傈魂诀辆内靛,惯青林侥荐
0,A134610,HK磊魂包府措何,20210823,113,113,113,113,1,699,11846000
1,A134610,HK磊魂包府措何,20210820,137,137,137,137,2,699,11846000
2,A134610,HK磊魂包府措何,20210819,146,146,137,138,639,699,11846000
3,A134610,HK磊魂包府措何,20210818,123,128,122,128,589,699,11846000
4,A134610,HK磊魂包府措何,20210817,154,154,154,154,2,699,11846000
5,A134610,HK磊魂包府措何,20210813,154,154,154,154,18,699,11846000
6,A134610,HK磊魂包府措何,20210812,154,154,154,154,0,699,11846000
7,A134610,HK磊魂包府措何,20210811,154,154,154,154,1,699,11846000
8,A134610,HK磊魂包府措何,20210810,149,149,149,149,1,699,11846000
9,A134610,HK磊魂包府措何,20210809,138,150,116,116,670,699,11846000
10,A134610,HK磊魂包府措何,20210806,157,157,105,141,108,699,11846000
11,A134610,HK磊魂包府措何,20210805,158,158,136,136,18,699,11846000
12,A134610,HK磊魂包府措何,20210804,122,156,116,151,4,699,11846000
13,A134610,HK磊魂包府措何,20210803,159,159,155,155,21,699,11846000
14,A134610,HK磊魂包府措何,20210802,160,160,110,144,595,699,11846000
15,A134610,HK磊魂包府措何,20210730,129,143,129,143,1155,699,11846000
16,A134610,HK磊魂包府措何,20210729,160,160,117,128,9,699,11846000
17,A134610,HK磊魂包府措何,20210728,118,160,118,160,2,699,11846000
18,A134610,HK磊魂包府措何,20210727,160,160,120,160,13,699,11846000
19,A134610,HK磊魂包府措何,20210726,159,160,124,124,103,699,11846000
20,A134610,HK磊魂包府措何,20210723,165,165,118,122,4,699,11846000
21,A134610,HK磊魂包府措何,20210722,160,160,115,115,3,699,11846000
22,A134610,HK磊魂包府措何,20210721,159,161,159,161,2002,699,11846000
23,A134610,HK磊魂包府措何,20210720,159,159,159,159,1,699,11846000
24,A134610,HK磊魂包府措何,20210719,142,153,142,144,370,699,11846000
25,A134610,HK磊魂包府措何,20210716,178,178,140,140,365,699,11846000
26,A134610,HK磊魂包府措何,20210715,137,137,137,137,1158,699,11846000
27,A134610,HK磊魂包府措何,20210714,160,160,160,160,0,699,11846000
28,A134610,HK磊魂包府措何,20210713,160,165,160,165,211,699,11846000
29,A134610,HK磊魂包府措何,20210712,160,170,160,170,151,699,11846000
30,A134610,HK磊魂包府措何,20210709,120,156,120,156,28,699,11846000
31,A134610,HK磊魂包府措何,20210708,160,160,157,157,201,699,11846000
32,A134610,HK磊魂包府措何,20210707,159,170,124,166,896,699,11846000
33,A134610,HK磊魂包府措何,20210706,159,159,159,159,114,699,11846000
34,A134610,HK磊魂包府措何,20210705,159,159,144,159,223,699,11846000
35,A134610,HK磊魂包府措何,20210702,160,160,159,159,58,699,11846000
36,A134610,HK磊魂包府措何,20210701,155,155,155,155,126,699,11846000
37,A134610,HK磊魂包府措何,20210630,161,161,161,161,1,699,11846000
38,A134610,HK磊魂包府措何,20210629,128,128,96,100,3169,699,11846000
39,A134610,HK磊魂包府措何,20210628,99,165,99,114,272,699,11846000
40,A134610,HK磊魂包府措何,20210625,170,170,131,131,6,699,11846000
41,A134610,HK磊魂包府措何,20210624,169,169,169,169,1,699,11846000
42,A134610,HK磊魂包府措何,20210623,168,168,149,156,734,699,11846000
43,A134610,HK磊魂包府措何,20210622,142,169,142,163,207,699,11846000
44,A134610,HK磊魂包府措何,20210621,167,167,167,167,90,699,11846000
45,A134610,HK磊魂包府措何,20210618,156,156,144,144,130,699,11846000
46,A134610,HK磊魂包府措何,20210617,170,170,105,169,5,699,11846000
47,A134610,HK磊魂包府措何,20210616,118,148,118,147,188,699,11846000
48,A134610,HK磊魂包府措何,20210615,148,148,148,148,100,699,11846000
49,A134610,HK磊魂包府措何,20210614,164,164,142,142,3,699,11846000
50,A134610,HK磊魂包府措何,20210611,141,141,141,141,554,699,11846000
51,A134610,HK磊魂包府措何,20210610,131,145,131,143,662,699,11846000
52,A134610,HK磊魂包府措何,20210609,103,149,103,146,941,699,11846000
53,A134610,HK磊魂包府措何,20210608,141,141,141,141,5,699,11846000
54,A134610,HK磊魂包府措何,20210607,119,149,119,149,513,699,11846000
