,辆格内靛,辆格疙,朝楼,矫啊,绊啊,历啊,辆啊,芭贰樊,刘鼻傈魂诀辆内靛,惯青林侥荐
0,A004140,悼规,20210823,5050,5240,5050,5230,172463,019,39971000
1,A004140,悼规,20210820,5280,5350,5070,5120,672912,019,39971000
2,A004140,悼规,20210819,5430,5590,5140,5280,666925,019,39971000
3,A004140,悼规,20210818,5410,5640,5350,5520,514459,019,39971000
4,A004140,悼规,20210817,5900,5980,5490,5490,961528,019,39971000
5,A004140,悼规,20210813,6120,6140,5870,5920,899178,019,39971000
6,A004140,悼规,20210812,6170,6240,6100,6120,536276,019,39971000
7,A004140,悼规,20210811,6050,6390,6030,6230,1516444,019,39971000
8,A004140,悼规,20210810,6230,6240,6040,6090,839884,019,39971000
9,A004140,悼规,20210809,6270,6310,6210,6220,617638,019,39971000
10,A004140,悼规,20210806,6370,6390,6300,6310,424446,019,39971000
11,A004140,悼规,20210805,6340,6410,6300,6390,421366,019,39971000
12,A004140,悼规,20210804,6250,6350,6220,6340,414471,019,39971000
13,A004140,悼规,20210803,6280,6330,6240,6250,459705,019,39971000
14,A004140,悼规,20210802,6300,6370,6270,6290,384633,019,39971000
15,A004140,悼规,20210730,6390,6410,6310,6320,563658,019,39971000
16,A004140,悼规,20210729,6400,6480,6380,6410,386861,019,39971000
17,A004140,悼规,20210728,6480,6520,6380,6400,575286,019,39971000
18,A004140,悼规,20210727,6440,6570,6420,6470,720596,019,39971000
19,A004140,悼规,20210726,6430,6460,6340,6400,707676,019,39971000
20,A004140,悼规,20210723,6450,6530,6410,6430,676527,019,39971000
21,A004140,悼规,20210722,6500,6550,6360,6430,1048225,019,39971000
22,A004140,悼规,20210721,6650,6750,6490,6500,1044039,019,39971000
23,A004140,悼规,20210720,6570,6840,6500,6620,1691362,019,39971000
24,A004140,悼规,20210719,6910,6960,6720,6720,1569386,019,39971000
25,A004140,悼规,20210716,7110,7350,7020,7030,6641106,019,39971000
26,A004140,悼规,20210715,7070,7190,6790,7030,3588636,019,39971000
27,A004140,悼规,20210714,7210,7300,6910,6970,3631316,019,39971000
28,A004140,悼规,20210713,7460,7700,7070,7120,15928118,019,39971000
29,A004140,悼规,20210712,6980,7310,6900,7310,10210429,019,39971000
30,A004140,悼规,20210709,7000,7280,6680,6770,9004197,019,39971000
31,A004140,悼规,20210708,6850,7330,6710,6870,16153182,019,39971000
32,A004140,悼规,20210707,6450,6860,6380,6790,7036460,019,39971000
33,A004140,悼规,20210706,6390,6400,6300,6330,561645,019,39971000
34,A004140,悼规,20210705,6350,6400,6290,6330,567637,019,39971000
35,A004140,悼规,20210702,6440,6450,6350,6350,581200,019,39971000
36,A004140,悼规,20210701,6540,6540,6400,6440,622776,019,39971000
37,A004140,悼规,20210630,6480,6540,6420,6500,997710,019,39971000
